,scores,labels
357,0.22773397,0
358,0.2127584,0
359,0.20722906,0
360,0.21402363,0
361,0.20841984,0
362,0.20774987,0
363,0.19314937,0
364,0.19923723,0
365,0.20778649,0
366,0.19852495,0
367,0.22475567,0
368,0.20577888,0
369,0.1911596,0
370,0.21581571,0
371,0.21436296,0
372,0.21782243,0
373,0.2194687,0
374,0.21058083,0
375,0.21144728,0
376,0.20328876,0
377,0.20790213,0
378,0.20315051,0
379,0.21549895,0
380,0.20570982,0
381,0.2104852,0
382,0.21500039,0
383,0.20910357,0
384,0.20976937,0
385,0.21512692,0
386,0.21158336,0
387,0.18988745,0
388,0.21462822,0
389,0.20401359,0
390,0.20317149,0
391,0.20768243,0
392,0.21712956,0
393,0.20806327,0
394,0.20717876,0
395,0.21751449,0
396,0.21017836,0
397,0.2085391,0
398,0.21023396,0
399,0.20422494,0
400,0.21506214,0
401,0.20714208,0
402,0.18746173,0
403,0.21173827,0
404,0.20720422,0
405,0.2066745,0
406,0.2065253,0
407,0.1920461,0
408,0.21226501,0
409,0.22910455,0
410,0.21680441,0
411,0.203102,0
412,0.21504663,0
413,0.21471135,0
414,0.20192587,0
415,0.21707392,0
416,0.20272946,0
417,0.20693938,0
418,0.2026088,0
419,0.20450267,0
420,0.21440654,0
421,0.2051214,0
422,0.19730344,0
423,0.20043688,0
424,0.21145543,0
425,0.20574373,0
426,0.20968,0
427,0.209656,0
428,0.21661334,0
429,0.21794347,0
430,0.21141744,0
431,0.207431,0
432,0.2090649,0
433,0.19971876,0
434,0.21803793,0
435,0.21298876,0
436,0.2065604,0
437,0.2108058,0
438,0.1892812,0
439,0.20933364,0
440,0.20095795,0
441,0.20237911,0
442,0.21258041,0
443,0.17509757,0
444,0.20771575,0
445,0.20531534,0
446,0.20996886,0
447,0.20804784,0
448,0.19680464,0
449,0.21137622,0
450,0.20996402,0
451,0.21212117,0
452,0.21329364,0
453,0.22286287,0
454,0.22271404,0
455,0.20330036,0
456,0.20554307,0
457,0.19879961,0
458,0.21121502,0
459,0.20990449,0
460,0.20858514,0
461,0.20584284,0
462,0.21499342,0
463,0.20299488,0
464,0.2079839,0
465,0.20521474,0
466,0.21699631,0
467,0.20987098,0
468,0.20641798,0
469,0.21181059,0
470,0.20917283,0
471,0.1933645,0
472,0.20902841,0
473,0.1969507,0
474,0.19787002,0
475,0.21436748,0
476,0.20564896,0
477,0.20711055,0
478,0.20760153,0
479,0.21267197,0
480,0.20991313,0
481,0.19969368,0
482,0.17704448,0
483,0.21061486,0
484,0.21713457,0
485,0.20674054,0
486,0.21710375,0
487,0.2057004,0
488,0.1980798,0
489,0.21310002,0
490,0.2134295,0
491,0.21741544,0
492,0.19901316,0
493,0.19124071,0
494,0.21514183,0
495,0.21173659,0
496,0.2104986,0
497,0.19906966,0
498,0.21913388,0
499,0.20192003,0
500,0.20324045,0
501,0.21187179,0
502,0.20588021,0
503,0.21312237,0
504,0.22460696,0
505,0.20102482,0
506,0.21014929,0
507,0.2129058,0
508,0.21466994,0
509,0.2096501,0
510,0.2171499,0
511,0.22526702,0
512,0.21048534,0
513,0.18952581,0
514,0.19940987,0
515,0.20631832,0
516,0.20503387,0
517,0.20948307,0
518,0.20772736,0
519,0.21343708,0
520,0.22006875,0
521,0.20213859,0
522,0.21154833,0
523,0.20942649,0
524,0.19904217,0
525,0.21497741,0
526,0.22210649,0
527,0.2163836,0
528,0.20716348,0
529,0.20486516,0
530,0.20179906,0
531,0.23125634,0
532,0.20404772,0
533,0.21368311,0
534,0.2115396,0
535,0.2099047,0
536,0.21602206,0
537,0.2168666,0
538,0.20293751,0
539,0.19798443,0
540,0.20919693,0
541,0.21441364,0
542,0.20960604,0
543,0.21018013,0
544,0.21268497,0
545,0.21344584,0
546,0.2163162,0
547,0.20752971,0
548,0.21403328,0
549,0.1917675,0
550,0.21241355,0
551,0.21281926,0
552,0.20774615,0
553,0.20609832,0
554,0.2002785,0
555,0.1924783,0
556,0.22457795,0
557,0.19056366,0
558,0.2028477,0
559,0.20562026,0
560,0.21173888,0
561,0.21504967,0
562,0.21017371,0
563,0.20839188,0
564,0.21003008,0
565,0.21295139,0
566,0.21173215,0
567,0.20880342,0
568,0.20388311,0
569,0.20961618,0
570,0.20350671,0
571,0.1989412,0
572,0.21523461,0
573,0.19409832,0
574,0.19858673,0
575,0.22205168,0
576,0.21607602,0
577,0.20752037,0
578,0.21343306,0
579,0.21097851,0
580,0.1969239,0
581,0.21475759,0
582,0.19093673,0
583,0.21132192,0
584,0.21357565,0
585,0.20698248,0
586,0.20544009,0
587,0.21584508,0
588,0.20900314,0
589,0.20967357,0
590,0.21529798,0
591,0.20663488,0
592,0.1987366,0
593,0.21855615,0
594,0.21658328,0
595,0.20554087,0
596,0.21105543,0
597,0.20713907,0
598,0.21283333,0
599,0.19066504,0
600,0.22286832,0
601,0.20356497,0
602,0.19589877,0
603,0.21712601,0
604,0.19812886,0
605,0.1862971,0
606,0.201529,0
607,0.20697948,0
608,0.21629243,0
609,0.21291387,0
610,0.20235932,0
611,0.21305983,0
612,0.21747455,0
613,0.2141659,0
614,0.20328347,0
615,0.21498333,0
616,0.20570931,0
617,0.21300206,0
618,0.21133038,0
619,0.2081849,0
620,0.19592056,0
621,0.20969254,0
622,0.21145967,0
623,0.20597796,0
624,0.18714301,0
625,0.20769402,0
626,0.20866156,0
627,0.2063959,0
628,0.21275745,0
629,0.20834324,0
630,0.20295513,0
631,0.21372974,0
632,0.1870048,0
633,0.22368664,0
634,0.19098616,0
635,0.20997828,0
636,0.21350901,0
637,0.21407524,0
638,0.20040946,0
639,0.20918259,0
640,0.21187054,0
641,0.21762362,0
642,0.19518268,0
643,0.21652126,0
644,0.21176547,0
645,0.22118866,0
646,0.21709174,0
647,0.21343283,0
648,0.21001999,0
649,0.19680217,0
650,0.21250552,0
651,0.20820229,0
652,0.23627692,0
653,0.21249521,0
654,0.22041771,0
655,0.21293077,0
656,0.18828595,0
657,0.23013608,0
658,0.19603658,0
659,0.21154153,0
660,0.21644053,0
661,0.20481935,0
662,0.20014477,0
663,0.21985225,0
664,0.21821503,0
665,0.20440821,0
666,0.20891103,0
667,0.21091597,0
668,0.20793644,0
669,0.2181807,0
670,0.21664008,0
671,0.21095692,0
672,0.20250647,0
673,0.20390718,0
674,0.2168533,0
675,0.2008903,0
676,0.2085254,0
677,0.19800639,0
678,0.20969813,0
679,0.2155784,0
680,0.21726422,0
681,0.21211243,0
682,0.21098244,0
683,0.22034328,0
684,0.21341161,0
685,0.21485549,0
686,0.21273105,0
687,0.21340016,0
688,0.21618456,0
689,0.20940523,0
690,0.20308313,0
691,0.20987368,0
692,0.21088731,0
693,0.21665208,0
694,0.22696488,0
695,0.23005414,0
696,0.21169963,0
697,0.21650325,0
698,0.20830643,0
699,0.21670863,0
700,0.20352778,0
701,0.22783634,0
702,0.22746769,0
703,0.21881175,0
704,0.20443621,0
705,0.21138017,0
706,0.22237045,0
707,0.20240861,0
708,0.21333325,0
709,0.21627836,0
710,0.20651379,0
711,0.19781792,0
712,0.20711887,0
713,0.21419476,0
714,0.21472439,0
715,0.21371482,0
716,0.20632288,0
717,0.20976543,0
718,0.20868723,0
719,0.20745069,0
720,0.20938092,0
721,0.21310738,0
722,0.21129301,0
723,0.19132769,0
724,0.21733624,0
725,0.20183572,0
726,0.19641057,0
727,0.20786679,0
728,0.21082795,0
729,0.18972248,0
730,0.21481213,0
731,0.20499878,0
732,0.21016774,0
733,0.2107709,0
734,0.21194385,0
735,0.20753197,0
736,0.20465404,0
737,0.20624523,0
738,0.21706459,0
739,0.21216333,0
740,0.21824735,0
741,0.21307054,0
742,0.20940726,0
743,0.21560507,0
744,0.20104274,0
745,0.21904457,0
746,0.20872045,0
747,0.21648102,0
748,0.19493774,0
749,0.21572606,0
750,0.20256905,0
751,0.22942626,0
752,0.21876644,0
753,0.21969017,0
754,0.2148329,0
755,0.20725982,0
756,0.20744047,0
757,0.21115932,0
758,0.20001855,0
759,0.21602911,0
760,0.21389356,0
761,0.21227086,0
762,0.21453503,0
763,0.2111609,0
764,0.21736687,0
765,0.20146325,0
766,0.20403259,0
767,0.21430372,0
768,0.21613604,0
769,0.20616448,0
770,0.2014371,0
771,0.21091846,0
772,0.19742209,0
773,0.20237446,0
774,0.21798542,0
775,0.21288924,0
776,0.21360984,0
777,0.21364067,0
778,0.21461838,0
779,0.20871823,0
780,0.20361488,0
781,0.20652871,0
782,0.21271418,0
783,0.22115198,0
784,0.20557189,0
785,0.20608175,0
786,0.20046322,0
787,0.21385555,0
788,0.2073803,0
789,0.21809046,0
790,0.20402464,0
791,0.20346206,0
792,0.22179344,0
793,0.20880073,0
794,0.197873,0
795,0.21637475,0
796,0.21007326,0
797,0.21643142,0
798,0.22050977,0
799,0.21086192,0
800,0.21842842,0
801,0.20200124,0
802,0.21697298,0
803,0.2042428,0
804,0.2070158,0
805,0.20967472,0
806,0.2055339,0
807,0.19979405,0
808,0.2122803,0
809,0.2199897,0
810,0.216111,0
811,0.21609595,0
812,0.21761338,0
813,0.20289952,0
814,0.21281956,0
815,0.21114527,0
816,0.20758185,0
817,0.2245503,0
818,0.20397775,0
819,0.20303258,0
820,0.21625064,0
821,0.21067636,0
822,0.20442721,0
823,0.20966265,0
824,0.20744845,0
825,0.21701437,0
826,0.21597147,0
827,0.21005265,0
828,0.211497,0
829,0.18611626,0
830,0.21173716,0
831,0.21257317,0
832,0.20735797,0
833,0.20744595,0
834,0.21071582,0
835,0.20678906,0
836,0.21950638,0
837,0.21739106,0
838,0.21817741,0
839,0.21009104,0
840,0.21546172,0
841,0.20371883,0
842,0.20842545,0
843,0.1995083,0
844,0.21989022,0
845,0.20807497,0
846,0.21010184,0
847,0.20064175,0
848,0.20120835,0
849,0.21484116,0
850,0.21061347,0
851,0.20287155,0
852,0.20729908,0
853,0.21295148,0
854,0.21552071,0
855,0.22677407,0
856,0.18793106,0
857,0.2133682,0
858,0.23396587,0
859,0.21415834,0
860,0.21803862,0
861,0.21038154,0
862,0.197793,0
863,0.206308,0
864,0.1985409,0
865,0.2056337,0
866,0.22046773,0
867,0.21748762,0
868,0.21670602,0
869,0.21698563,0
870,0.22045147,0
871,0.19556513,0
872,0.2060959,0
873,0.21101658,0
874,0.21696624,0
875,0.20571455,0
876,0.22533505,0
877,0.20168477,0
878,0.2115423,0
879,0.2041902,0
880,0.21158719,0
881,0.1997267,0
882,0.20936367,0
883,0.20916133,0
884,0.21154879,0
885,0.21322596,0
886,0.22021866,0
887,0.20712583,0
888,0.2072566,0
889,0.20825353,0
890,0.21747176,0
891,0.19626853,0
892,0.21104681,0
893,0.19725609,0
894,0.21183693,0
895,0.21424994,0
896,0.20239787,0
897,0.21336275,0
898,0.2047277,0
899,0.20657226,0
900,0.21203594,0
901,0.21779165,0
902,0.21630333,0
903,0.20574036,0
904,0.20541391,0
905,0.21729963,0
906,0.21611302,0
907,0.21404982,0
908,0.20102857,0
909,0.21194029,0
910,0.2184256,0
911,0.21880183,0
912,0.20128712,0
913,0.22704606,0
914,0.20612626,0
915,0.20651886,0
916,0.21642362,0
917,0.22564048,0
918,0.21314208,0
919,0.2080965,0
920,0.2136311,0
921,0.20867042,0
922,0.21370348,0
923,0.21430022,0
924,0.20858178,0
925,0.20854633,0
926,0.21475717,0
927,0.1945856,0
928,0.20623177,0
929,0.20277545,0
930,0.18127714,0
931,0.21383862,0
932,0.21138754,0
933,0.21285139,0
934,0.21205312,0
935,0.21866976,0
936,0.20484678,0
937,0.2140585,0
938,0.21340995,0
939,0.2055169,0
940,0.21313643,0
941,0.21201323,0
942,0.20707397,0
943,0.21574132,0
944,0.21454148,0
945,0.20900598,0
946,0.20503412,0
947,0.20410597,0
948,0.21274237,0
949,0.21558976,0
950,0.21832882,0
951,0.21121451,0
952,0.21423405,0
953,0.20777437,0
954,0.21710098,0
955,0.21391708,0
956,0.21889125,0
957,0.22963563,0
958,0.1993433,0
959,0.2021662,0
960,0.2051728,0
961,0.20669758,0
962,0.22290567,0
963,0.21912478,0
964,0.2209978,0
965,0.2159789,0
966,0.21693638,0
967,0.2155151,0
968,0.21292934,0
969,0.20538633,0
970,0.22359622,0
971,0.210967,0
972,0.19724602,0
973,0.21140367,0
974,0.208019,0
975,0.21598057,0
976,0.22005877,0
977,0.20304817,0
978,0.21139495,0
979,0.19971916,0
980,0.22595915,0
981,0.21368161,0
982,0.19300818,0
983,0.21921667,0
984,0.2112357,0
985,0.21670291,0
986,0.225574,0
987,0.19719999,0
988,0.20058808,0
989,0.20202987,0
990,0.20531583,0
991,0.20403855,0
992,0.20515308,0
993,0.21302721,0
994,0.2116447,0
995,0.20664947,0
996,0.21246235,0
997,0.21644154,0
998,0.2156814,0
999,0.20810467,0
1000,0.21208392,0
1001,0.21370885,0
1002,0.21247065,0
1003,0.20131066,0
1004,0.20506486,0
1005,0.21090892,0
1006,0.20225874,0
1007,0.19548428,0
1008,0.21919833,0
1009,0.19607544,0
1010,0.19740233,0
1011,0.21771735,0
1012,0.20312469,0
1013,0.21641922,0
1014,0.21051745,0
1015,0.21393001,0
1016,0.19859068,0
1017,0.20336333,0
1018,0.20436606,0
1019,0.21134529,0
1020,0.22120616,0
1021,0.20364022,0
1022,0.22652356,0
1023,0.20057413,0
1024,0.20402233,0
1025,0.20471045,0
1026,0.20607941,0
1027,0.20938647,0
1028,0.20995066,0
1029,0.20872454,0
1030,0.20859322,0
1031,0.20780036,0
1032,0.20899642,0
1033,0.22279052,0
1034,0.21261427,0
1035,0.21958958,0
1036,0.21361396,0
1037,0.20776159,0
1038,0.18252692,0
1039,0.21248889,0
1040,0.213763,0
1041,0.21494758,0
1042,0.20454054,0
1043,0.21481583,0
1044,0.21257417,0
1045,0.19286019,0
1046,0.21499114,0
1047,0.20674042,0
1048,0.21412455,0
1049,0.21573082,0
1050,0.21277873,0
1051,0.20966086,0
1052,0.1869317,0
1053,0.20794022,0
1054,0.20126614,0
1055,0.22318731,0
1056,0.21003714,0
1057,0.2088444,0
1058,0.21218431,0
1059,0.22613525,0
1060,0.19648895,0
1061,0.20311898,0
1062,0.21209279,0
1063,0.20994441,0
1064,0.21423823,0
1065,0.20760673,0
1066,0.20918402,0
1067,0.2069417,0
1068,0.2078166,0
1069,0.2158706,0
1070,0.20917481,0
1071,0.20299101,0
1072,0.20941107,0
1073,0.20392466,0
1074,0.21264003,0
1075,0.21051967,0
1076,0.21033113,0
1077,0.2003991,0
1078,0.2125903,0
1079,0.1961689,0
1080,0.20839718,0
1081,0.19087051,0
1082,0.21843478,0
1083,0.21003787,0
1084,0.21038568,0
1085,0.20850393,0
1086,0.20436415,0
1087,0.21207295,0
1088,0.2102609,0
1089,0.21194492,0
1090,0.20369041,0
1091,0.20642671,0
1092,0.21480052,0
1093,0.20565687,0
1094,0.20371823,0
1095,0.21504252,0
1096,0.21571025,0
1097,0.20724931,0
1098,0.20772502,0
1099,0.21599846,0
1100,0.19725153,0
1101,0.2062715,0
1102,0.2125149,0
1103,0.19645628,0
1104,0.20815179,0
1105,0.21145187,0
1106,0.20430067,0
1107,0.21380216,0
1108,0.18079166,0
1109,0.20810407,0
1110,0.22101039,0
1111,0.21210349,0
1112,0.21535186,0
1113,0.21755597,0
1114,0.21246254,0
1115,0.20703688,0
1116,0.21797083,0
1117,0.20736381,0
1118,0.2113584,0
1119,0.20518327,0
1120,0.2035662,0
1121,0.21224296,0
1122,0.2065631,0
1123,0.21108377,0
1124,0.21548116,0
1125,0.19445649,0
1126,0.2080404,0
1127,0.21190666,0
1128,0.21027617,0
1129,0.20751262,0
1130,0.20648092,0
1131,0.21660733,0
1132,0.21027187,0
1133,0.21663335,0
1134,0.20254606,0
1135,0.21570508,0
1136,0.21205752,0
1137,0.20568112,0
1138,0.20989093,0
1139,0.21964654,0
1140,0.20863323,0
1141,0.1956816,0
1142,0.1998685,0
1143,0.20087193,0
1144,0.20762837,0
1145,0.20068225,0
1146,0.21917629,0
1147,0.22134876,0
1148,0.21696523,0
1149,0.2050606,0
1150,0.2116926,0
1151,0.20523715,0
1152,0.20717797,0
1153,0.2063236,0
1154,0.21221936,0
1155,0.21003705,0
1156,0.17978296,0
1157,0.20891336,0
1158,0.20227146,0
1159,0.20823559,0
1160,0.20687549,0
1161,0.20910184,0
1162,0.20404582,0
1163,0.21655683,0
1164,0.22550726,0
1165,0.21045284,0
1166,0.20182237,0
1167,0.22005299,0
1168,0.20990805,0
1169,0.21799996,0
1170,0.20714037,0
1171,0.21246934,0
1172,0.2097023,0
1173,0.21009849,0
1174,0.20917514,0
1175,0.21564321,0
1176,0.20347023,0
1177,0.20495841,0
1178,0.2132164,0
1179,0.20618252,0
1180,0.20717955,0
1181,0.20066091,0
1182,0.21336985,0
1183,0.20705006,0
1184,0.21125273,0
1185,0.21107799,0
1186,0.21521704,0
1187,0.20100594,0
1188,0.20565581,0
1189,0.21138436,0
1190,0.21256608,0
1191,0.20653789,0
1192,0.21054915,0
1193,0.21170728,0
1194,0.19711652,0
1195,0.20213519,0
1196,0.20198837,0
1197,0.20345697,0
1198,0.21023926,0
1199,0.20314223,0
1200,0.21753311,0
1201,0.2068716,0
1202,0.20196697,0
1203,0.2104837,0
1204,0.2175378,0
1205,0.2179027,0
1206,0.21203016,0
1207,0.20883583,0
1208,0.2006104,0
1209,0.21589217,0
1210,0.19411623,0
1211,0.2076119,0
1212,0.2195848,0
1213,0.20185666,0
1214,0.2106164,0
1215,0.19769768,0
1216,0.2070868,0
1217,0.21607886,0
1218,0.21840769,0
1219,0.21220261,0
1220,0.19772461,0
1221,0.20644102,0
1222,0.21019647,0
1223,0.20451713,0
1224,0.19218767,0
1225,0.21697633,0
1226,0.20590633,0
1227,0.21268606,0
1228,0.20761093,0
1229,0.22145133,0
1230,0.2022787,0
1231,0.19924645,0
1232,0.21528624,0
1233,0.21416959,0
1234,0.20800167,0
1235,0.21576653,0
1236,0.20838866,0
1237,0.21739988,0
1238,0.21957152,0
1239,0.18995939,0
1240,0.20421807,0
1241,0.20408444,0
1242,0.20385525,0
1243,0.2092074,0
1244,0.20175701,0
1245,0.21010785,0
1246,0.20104575,0
1247,0.21559423,0
1248,0.20255367,0
1249,0.20377766,0
1250,0.20952734,0
1251,0.22138439,0
1252,0.20774615,0
1253,0.21239768,0
1254,0.20832537,0
1255,0.22293167,0
1256,0.20704904,0
1257,0.20804338,0
1258,0.21271488,0
1259,0.21507359,0
1260,0.2089334,0
1261,0.20178938,0
1262,0.20660076,0
1263,0.21816848,0
1264,0.19888519,0
1265,0.19834086,0
1266,0.2061814,0
1267,0.22058952,0
1268,0.21875343,0
1269,0.1982554,0
1270,0.19759512,0
1271,0.19894469,0
1272,0.2046833,0
1273,0.21167307,0
1274,0.2132366,0
1275,0.22511351,0
1276,0.20943658,0
1277,0.21710238,0
1278,0.21593818,0
1279,0.21217315,0
1280,0.19378486,0
1281,0.20020282,0
1282,0.19573507,0
1283,0.19022802,0
1284,0.19486341,0
1285,0.19387703,0
1286,0.18436567,0
1287,0.19436073,0
1288,0.19018023,0
1289,0.18544605,0
1290,0.17817497,0
1291,0.1870964,0
1292,0.19318889,0
1293,0.1766036,0
1294,0.19628239,0
1295,0.18585601,0
1296,0.19896454,0
1297,0.2013947,0
1298,0.19278365,0
1299,0.18314813,0
1300,0.20209126,0
1301,0.18541273,0
1302,0.18595092,0
1303,0.19736312,0
1304,0.1927925,0
1305,0.20546815,0
1306,0.19027136,0
1307,0.19600901,0
1308,0.2000597,0
1309,0.18878114,0
1310,0.1963815,0
1311,0.18991986,0
1312,0.18193255,0
1313,0.19652,0
1314,0.19328336,0
1315,0.19562344,0
1316,0.200445,0
1317,0.18494706,0
1318,0.1922791,0
1319,0.1881921,0
1320,0.1933038,0
1321,0.19357304,0
1322,0.19261867,0
1323,0.21742861,0
1324,0.20452504,0
1325,0.1860432,0
1326,0.1944873,0
1327,0.19377181,0
1328,0.18781799,0
1329,0.19124597,0
1330,0.19773112,0
1331,0.19586752,0
1332,0.18978374,0
1333,0.20298359,0
1334,0.19530508,0
1335,0.20239788,0
1336,0.18598005,0
1337,0.19306594,0
1338,0.195806,0
1339,0.18909246,0
1340,0.19094585,0
1341,0.20174214,0
1342,0.21618956,0
1343,0.18626837,0
1344,0.18486544,0
1345,0.19461605,0
1346,0.19598636,0
1347,0.17985928,0
1348,0.17048234,0
1349,0.1881884,0
1350,0.19350246,0
1351,0.19979525,0
1352,0.19608824,0
1353,0.19855855,0
1354,0.20192032,0
1355,0.19265991,0
1356,0.18995571,0
1357,0.19614337,0
1358,0.19782901,0
1359,0.19255784,0
1360,0.20210402,0
1361,0.18280856,0
1362,0.19656423,0
1363,0.1900984,0
